"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.PRM.UNER.FE","Children out of school, primary, female","Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.","UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of September 2021.",
